PM2.5 (ug/m3),NO (mg/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),Benzene (ug/m3),T,TM,Tm,SLP,H,VV
26.86,6.02,29.18,20.25,9.37,1.4,29.3,36.4,18.6,1009.1,56,3.4
29.5,5.58,33.93,22.48,10.17,1.91,28.9,36,19.1,1008.9,58,2.9
48.15,6.03,33.79,22.79,7.94,1.73,28.9,35.6,19.2,1009,58,2.7
49.81,6.03,35.19,23.5,8.9,1.77,28.8,35.2,19.2,1007.1,59,2.7
53.45,10.85,39.51,29.68,7.89,2.38,28.7,36,19.8,1005.3,55,3.4
69.86,46.4,39.62,58.17,10.06,4.76,28.5,35.7,19.4,1004.5,56,2.7
61.35,12.67,42.61,32.8,9.19,5.62,29.3,35.4,19.8,1005.6,66,2.3
78.86,11.74,39.86,30.54,11.79,7.3,30,35.4,23.7,1007.3,65,1.9
66.5,12.16,32.82,27.2,11.21,1.78,28.1,35,20.2,1007.5,54,2.9
94.7,16.64,40.32,34.75,12.08,2.96,27.2,34.8,16.4,1007.3,48,2.7
84.02,10.03,40.5,29.54,11.35,2.34,26.7,35,16.8,1008.2,54,2.7
77.96,10.83,38.74,29.22,10.26,2.26,27.3,35,16.6,1007.3,48,2.6
72.45,10.89,40.83,30.4,10.09,1.88,25.4,34.7,16,1007.1,52,2.4
92.62,54.93,45.34,68.04,13.21,4.67,25.7,34,13.7,1008.4,49,2.9
106.62,59.33,62.1,80.47,16.49,11.72,26.6,35,14.3,1008.1,48,2.9
110.32,19.2,36.54,34.77,14.79,9.21,25.9,35.2,17.2,1007.4,55,1.8
113,56.69,41.06,67.13,15.6,12.24,25.2,34,14.4,1007.2,59,1.6
108.16,46.47,42.19,59.6,15.69,8.75,24.7,34,14.3,1009,54,1.3
106.5,55.08,43.92,67.36,14.15,8.95,25.8,33.2,13.8,1011,60,2.3
74.25,6.11,33.52,22.66,11.52,2.98,24.9,33.9,15,1011.6,57,1.8
76.53,21.1,39.58,37.92,12.64,4.38,24.2,32.8,14.4,1012.1,54,1.8
97.2,71.18,50.59,83.84,15.94,11.96,23.2,32.4,13.8,1012.9,54,1.8
124.68,32.77,50.71,53.17,12.39,5.87,21.3,31.2,12.5,1013.6,66,1.4
119.61,13.69,43.43,33.7,11.09,4.27,21.9,32.2,13.1,1013,60,1.6
92.27,12.2,36.95,29.39,12.6,3.01,23.3,31.4,13,1013.3,53,1.8
72.32,27.05,40.03,42.93,11.55,3.51,22.1,31,11.4,1013.8,52,1.6
97.03,80.04,47.78,89.44,14.02,6.83,19.1,30.6,10.8,1014,61,2.1
102.43,55.04,51.99,71.69,15.4,9.56,19.7,30.2,10,1013.8,62,1.9
98.18,42.85,54.67,63.35,11.59,5.64,19.9,31.6,10.6,1012.5,66,1
82.97,85.53,55.01,97.68,14.33,8.87,21.3,30.6,11.2,1014.1,62,1
88.74,73.48,56.32,88.73,12.7,9.66,19.9,30.8,11.2,1016.9,67,1
78.7,68.05,55.94,84.2,14.69,8.44,19.4,30.9,11.8,1017.8,70,0.5
104.24,65.19,60.18,84.15,13,10.03,18.4,30,11.2,1018.2,74,0.5
168.58,54.7,53.36,72.12,11.31,10.09,18.7,29.6,10,1016.3,75,0.3
149.47,103.9,48.47,108.85,18.15,25.49,19.4,29.2,10.7,1015.5,77,0.6
154.19,138.66,72.16,149.33,22.56,24.79,19.6,30.1,11.4,1017.7,76,1.4
98.37,46.91,64.16,71.63,16.15,7.39,19.9,29.9,11.6,1018.4,73,1.1
107.76,12.49,49.92,36.53,15.16,4.96,21.7,30,12.3,1016.7,62,1.9
97.29,7.46,48.06,31.43,13.51,5.16,20.7,29.7,10.7,1014.8,70,0.6
44.39,4.27,24.15,16.2,11.7,1.19,21.4,29,11.4,1014.5,66,1
51.28,11.78,34.01,27.51,10,2,21.4,29.1,16,1015.6,77,2.4
77.15,7,33.78,23.54,8.75,1.78,19.5,25.8,13,1013.9,73,2.1
91.64,9.86,45.68,32.17,12.9,3.45,17.2,26,10.6,1013.7,73,1.9
118.22,5.56,42.04,26.75,10.72,2.92,17.6,25.4,9.4,1014.2,68,1.8
90.88,7.18,41.14,27.59,9.76,2.5,16.6,25.6,7.5,1015.4,68,1.8
99.07,13.06,40.81,32.1,9.75,2.77,15.6,25.4,8.5,1016,68,1.9
112.16,39.08,45.78,55.6,13.39,4.19,15,24.6,6.9,1016.8,69,1.8
184.41,122.34,69.1,134.61,17.51,25.22,15.6,25.4,6.3,1017.1,67,1.3
159.86,23.52,74.43,58.36,11.2,13.46,15.6,26.2,6.7,1016.4,73,1
98.57,9.15,34.51,25.62,10.89,4.3,17.5,25.3,10.4,1016.7,78,0.5
60.3,6.55,28.65,20.42,10.03,1.59,18.6,25,10.4,1019.2,72,1.6
68.33,8.74,34.85,25.49,9.43,2.24,18.4,26.8,10.2,1020.5,69,2.1
58.92,30.42,43.98,47.71,10.14,4.11,16.5,27,10.1,1019.1,71,1.9
75.65,63.81,51.09,78.21,12.56,6.65,16.1,26.4,7,1018,67,2.6
133.66,82.71,57.31,96.62,16.3,8.6,15.7,26.4,6.9,1017.1,74,1.3
132.77,72.55,53.04,86.25,14.06,9.54,17.1,26.8,8.1,1017.4,74,1
94.15,33.58,43.05,49.75,10.01,4.56,16.7,27.2,8.2,1014.8,77,1.4
140.7,83.15,39.86,87.7,13.29,8.96,16.7,27,8.2,1014.4,78,1
113.26,5.99,42.3,27.22,8.99,3.64,17.3,27.6,8,1012.6,78,1.1
80.82,12.05,41.84,31.87,9.7,3.72,18,28.8,11,1013.2,81,1
86.86,17.95,39.87,35.53,9.57,5.44,18.3,28,11.4,1015.5,81,1
69.12,48.78,33.69,56.94,9.84,6.3,18.3,28.2,12,1016.9,84,0.5
67.92,77.83,39.74,83.39,13.61,7.59,17.7,27.2,9.5,1016.9,78,1
55.35,31.36,34.34,43.32,12.35,3.93,18.2,28.6,9.6,1014.7,74,1.4
52.49,20.67,45.47,40.71,9.38,3.03,18.3,29,10.9,1015,75,1.4
69.86,9.12,36.16,26.5,8.57,0.56,18.2,28.3,11.3,1014.4,81,1.3
88.18,11.55,22.41,21.15,8.04,3.8,16.8,25.8,12.2,1015.5,91,0.5
51.37,5.08,17.86,13.54,7.73,2.54,14.4,21.8,10,1015.8,83,1.3
52.84,5.54,20.31,15.2,9.41,1.14,10.6,20.6,8,1018.3,87,1.3
56.31,8.19,27.4,21.14,9.15,1.12,10.9,19.4,4.1,1020,85,1.1
84.65,5.85,21.51,16.08,9.31,0.93,11.9,18.5,5.8,1021.5,81,1.4
79.18,9.47,31.33,24.2,9.03,1.24,9,18.6,4.6,1020,81,1.1
111.55,29.83,39.22,44.64,11.59,1.69,14.1,22,3.9,1019.4,59,1.8
92.28,32.43,42.72,48.66,10.84,1.91,12.9,21.8,3.4,1019.5,70,1.3
160.59,101.97,42.44,104.15,13.54,4.09,13.9,23.2,5.5,1017.2,69,1
166.32,126.29,47.55,126.32,17.3,7.83,13.9,25.3,5.3,1016.2,71,0.8
162.18,112.1,38.54,110.18,15.11,11.77,12.8,23.9,4,1015.6,78,0.5
134.23,83.57,35.4,85.67,13.58,7.2,14.4,23.3,4.5,1016.3,70,0.6
101.09,41.93,37.41,53.41,10.19,4.42,13,23.1,4.6,1017,74,1.1
148.84,58.21,38.23,66.87,13.68,9.89,13.3,22.4,4.4,1016.5,72,1.1
107.55,3.65,24.82,15.51,11.75,1.22,15,21.9,6,1013.5,68,1
112.71,8.72,34.71,25.42,10.1,2.12,11.8,22.6,5.6,1017.4,60,1.4
95.83,6.37,26.3,17.28,8.1,2.44,10.8,20.9,3.6,1018.2,73,1.4
101.59,6.21,37.64,15.21,9.52,3.07,9.1,18.1,3.5,1019.8,88,0.8
182.59,18.18,43.43,37.64,10.94,7.94,10.7,17,3.3,1018.7,82,0.5
151.79,10.17,32.95,25.65,10.25,5.18,10.4,18.4,1.1,1018.1,83,0.3
90.57,3.07,13.51,9.47,9.77,2.82,12.4,19.2,7,1016.4,89,0.8
56.22,7.83,47.18,28.1,12.41,2.11,13.3,19.5,9.9,1014.7,99,0.8
44.48,6.17,71.55,46,10.14,1.97,16.8,22.4,11.4,1016.3,96,0.6
68.45,12.96,26.33,27.37,11.32,4.47,17.7,22.6,13.2,1014.9,92,1.6
75.67,6.29,24.38,20.36,9.38,0.9,17.1,20.8,13,1015.1,96,0.5
60.65,12.34,15.33,18.03,10.18,1.24,15.5,21.3,11.2,1014.6,88,0.6
82.83,17.13,18.72,23.66,10.48,1.97,13.6,19.9,9.6,1015.1,91,0.5
72.96,10.45,14.51,16.08,9.6,0.81,15.4,19.6,10.8,1015.3,87,0.5
79.8,11.86,15.12,17.53,9.27,1.23,11.7,19.7,7.8,1016.6,83,0.8
84.83,12.38,14.55,17.64,12.03,2.18,11.9,17,7,1016.9,84,1
206.98,78.45,44.38,86.36,14.89,14.98,9.7,17.6,3.2,1016.2,84,0.5
213.19,50.42,37.13,60.09,11.98,14.7,12.2,19,2,1016.4,82,0.3
159.93,35.15,23.34,40.53,16.02,13.14,11.9,20,6.4,1014.3,88,0.3
101.74,10.3,13.63,15.49,9.64,4.3,11.5,20.8,6.6,1013.2,85,0.3
109.14,6.53,11.69,11.34,13.91,2.85,11.2,19.1,5.7,1016.6,89,0.3
175.12,71.21,13.46,64.13,15.82,15.15,14.9,19.4,9,1016.4,83,0.6
68.52,7.41,4.1,8.04,10.91,2.3,13.4,20.2,6.9,1013.7,87,0.3
81.31,8.84,7.68,11.12,11.87,2.7,13.1,20.4,7.8,1014.3,84,0.6
122.43,47.25,11.86,44.11,12.98,7.29,13.9,22.8,7.4,1013.5,73,1.1
83.23,9.46,5.81,10.57,11.75,2.83,12.1,22.8,4.2,1014.6,86,0.5
105.34,15.5,5.84,15.5,11.36,3.82,13.8,20,8,1013,83,0.8
90.15,8.3,7.47,10.16,10.45,2.02,11.3,20.4,8.2,1016.9,95,0.2
92.9,26.08,12.39,27.45,11.31,3.45,11.8,17.4,7.4,1018.4,84,0.5
102.38,17.9,15.27,22.45,11.47,3.3,12.3,20.2,2.1,1017.8,76,1.3
106.84,19.03,22.56,27.22,12.17,3.87,12.1,20.8,5.4,1017.2,75,1.3
122.01,46.48,32.38,54.42,13.18,4.97,11.4,21.5,3.8,1018.2,82,1.1
91.42,9.35,31.9,24.44,11.55,2.43,11.7,20.4,4,1018.7,77,0.8
92.23,35.69,31.32,45.21,13.35,3.17,13.3,21.2,5.4,1016.8,71,1.6
116.5,48.68,39.22,59.81,12.29,6.76,12.3,23.8,3.1,1017.9,70,1.3
122.66,37.67,36.29,49.44,14.48,6.19,15.3,26.2,5.3,1019,71,1.3
95.37,9.14,38.06,27.55,12.29,2.94,16.5,26.6,6.2,1016.8,70,0.8
87.33,5.5,34.2,22.59,11.01,2.87,20.2,28.1,10.4,1016.2,68,1.6
52.19,11.74,27.94,24.24,5.04,1.64,15.9,26.1,10.4,1016.5,88,1
58.91,13.72,27.65,25.71,5.54,1.12,14.6,23.2,6.8,1017.8,81,1.4
63.32,8.6,31.9,23.84,4.32,1.38,14.2,23,7.4,1018,82,1.4
77.35,37.56,27.71,45.7,7.21,2,16.5,23,8.3,1018.6,74,1.6
97.37,49.17,30.9,56.16,5.93,2.8,16.1,24.2,7.6,1016.8,78,1.1
90.45,51.88,40.83,63.21,6.68,3.85,15.3,25.2,7.8,1014.3,83,1.3
107.6,25.74,39.78,41.74,7.98,3.02,21.7,29.4,10.2,1012.3,58,2.3
109.66,44.66,38.63,56.27,7.72,3.06,20,28,8.6,1014,67,1.6
103.97,9.62,45.1,31.67,7.19,2.45,20.6,29.2,9.9,1011.8,70,1.9
106.08,28,36.93,42.04,7.07,1.31,21.2,29.5,11.6,1012.6,69,1.1
110.2,57.36,41.56,67.94,8.31,3.12,20.1,29.4,10.7,1014.6,69,1.8
82.72,19.37,35.73,34.5,8.09,1.89,20,28,9.6,1017.6,70,1.4
90.78,28.01,33.56,40.25,7.42,0.73,16.9,26,11.6,1016.3,85,1.6
75.98,37.54,35.02,48.66,8.29,0.7,21.5,29,11,1014.6,66,2.6
92.32,89.29,36.97,91.09,9.57,1.44,22.8,31.2,10.7,1012.2,60,2.7
91.18,60.72,34.33,66.84,9.89,3.18,23.3,32.2,12,1010.4,61,2.4
70.15,14.17,31.64,28.17,12.25,0.13,24.3,33,13.4,1008.8,63,2.7
75.23,28.23,25.68,36.25,9.24,0.51,25.3,33.2,15.2,1006,63,3.2
91.67,20,33.27,33.7,13.46,2.23,25.4,33,17.8,1007.6,59,3.4
64.2,6.99,27.71,20.33,11.13,0,24.8,32,15.6,1011,54,3.7
64.63,4.54,26.55,17.75,9.65,0,22.5,32.3,11.8,1014.6,59,4
60.08,8.35,30,22.63,13.58,0,23.6,29,15.3,1013.2,55,3.5
101.97,113.07,46.61,115.25,13.33,9.49,23,31,13.2,1012.3,57,3.2
87.69,23.76,39.12,39.81,10.58,2.55,24.8,34,12.2,1011.6,55,2.9
61.67,7.19,31.28,22.31,13.26,0,25.3,33.9,14.4,1010.7,56,3.5
92.21,62.13,43.17,72.67,13.74,4.04,24.2,31.6,15,1009.2,58,2.7
75.76,4.96,30.44,20.15,8.18,0,27.2,34,14.4,1009.2,58,2.9
92.68,6.99,33.67,23.5,7.44,0.16,26,34,18.9,1010.4,68,2.3
82.91,8.16,26.13,20.43,7.24,0.51,27.5,34,18.8,1011.2,66,2.6
106.71,20.82,30.65,32.96,10.02,0.22,26.2,34.2,18.2,1011.4,63,3.2
66.46,12.73,33.6,28.05,6.65,0.07,27.1,35,17.2,1012.5,60,2.7
74.63,26.01,25.21,34.21,11.02,0.44,25,35.2,17.9,1013.9,61,2.7
70.88,16.37,27.22,27.57,9.55,0,25,31,15.2,1014.9,59,3.2
67.72,9.82,23.46,20.34,11.14,0,24.6,31.2,14,1012,59,2.7
141.76,13.18,29.13,25.98,17.5,0,25.7,32,16.2,1011.4,57,3.4
220.03,15.47,30.24,28.46,11.89,0,26.2,32,17.2,1011.2,58,1.6
215.22,22.73,29.53,33.89,13.74,0,26.4,34,16.8,1009,54,2.4
186.27,16.78,29.62,29.17,11.29,0.25,25.3,34.2,16.4,1010.2,59,1.9
149.35,13.82,29.15,26.56,12.43,0,26.1,35.3,19.2,1009.5,52,2.6
176,40.03,30.63,48.31,10.85,0.61,24.3,34.5,16.8,1007.7,58,2.3
109.82,6.43,27.39,19.71,9.36,0,26.8,35,16.2,1007.6,52,3.1
108.36,11.23,33.56,26.83,8,0.16,26.7,35.2,20,1011.7,53,2.6
78.38,15.1,30.27,28.17,10.58,0.08,25.2,33.6,19.6,1012.2,51,2.7
66.33,7.22,23.89,18.5,9.73,0,26.8,33,16,1013.4,45,3.5
80.33,8.24,29.39,22.22,13.02,0,24.6,34.2,17.5,1012.6,52,4
168.65,30.53,35.48,43.3,11.5,0.12,27.6,35,16.4,1008.5,55,3.4
172.46,10.37,31.69,25.15,11.23,0.6,29.1,37,17.8,1005.9,47,3.5
269.79,19.08,28.15,30.24,9.88,0.17,31.6,40,20.6,1002.2,39,3.5
136.33,4.8,20.04,14.48,10.23,0,31.2,40.1,19,999.9,34,2.6
145.87,3.43,24.21,15.61,14.23,0,29.2,37.9,20,1001,30,4
110.21,5.58,32.04,21.49,17.8,0,28.4,34.6,18.4,1002.6,26,3.4
97.59,6.29,36.65,24.5,14.45,0,26.8,34.2,16.2,1006.6,31,3.7
120.79,24.13,39.5,40.31,17.03,0,25.8,35,11.7,1008.5,27,3.7
127.27,14.34,46.44,36.15,14.21,0.05,28.3,37,14,1008.7,27,3.4
164.25,10.27,53.96,36.86,15.48,1.63,30.9,39,18.5,1005.7,33,3.2
140.94,4.57,31.8,20.55,10.79,0,30.2,38.8,20.4,1005,42,1.9
98.92,4.65,27.31,18.25,12.01,0,28.7,38.2,21.7,1008.3,40,1.9
109.7,9.16,36.68,27,16.51,0.15,26.7,36.9,18.4,1008,37,2.7
112.19,16.52,40.22,34.6,15.94,0.5,26.1,36.4,14.3,1008.7,36,2.9
111.67,8.49,38.84,27.44,17.66,0.5,27.4,37,17.1,1010,35,3.2
133.47,17.19,45.16,37.77,20.43,0.5,28.2,38.8,16,1009.8,36,3.5
136.09,15.73,39.45,33.56,18.02,0.5,30.4,39,18.3,1010.4,35,2.7
122.35,9.6,38.86,28.35,18.44,0.5,30.2,39.4,19.4,1008.4,36,2.7
132.1,10.13,38.83,28.76,18.77,0.5,31.1,40.2,20.6,1007,37,3.1
174.01,12.05,41.67,31.8,18,0.5,31.8,40.4,21.5,1005.9,34,3.5
57.93,10.37,21.28,19.61,8.44,0.5,29.8,40.5,20.2,1006.4,44,2.4
82.85,8.58,23.28,19.24,10.89,0.5,27.4,40,18.2,1009.3,53,2.7
125.59,6.85,31.78,22.38,17.38,0.5,28,35.4,18.3,1009.7,51,3.1
117.77,5.34,32.72,21.67,17.13,0.5,29.1,37.2,18.5,1005.5,46,2.7
55.39,5.3,17.64,13.62,10.91,0.5,28.3,37.8,19.5,1005.2,44,2.7
68.6,4.86,20.09,14.56,10.8,0.5,26.9,33.8,19.2,1007.9,53,3.4
61.93,3.72,20.64,13.96,9.94,0.5,27.3,33.2,21.4,1009.7,55,3.1
64.29,4.72,20.21,14.51,10.37,0.5,26.5,34,22,1008.3,55,2.6
107.76,3.68,27.12,17.34,13.85,0.5,26.6,33.6,16.4,1009.1,43,3.2
139.63,23.05,41.15,40.32,16.89,0.53,28.1,36.8,18,1008.2,46,2.7
165.07,27.03,45.31,45.72,19.47,0.5,29.8,39.8,16.7,1006.2,40,3.1
183.54,21.26,46.37,41.67,23.32,0.5,31.3,41.4,19.6,1005.6,42,2.6
204.09,11.17,38.18,29.24,22.12,0.51,34.3,41.6,22.3,1005.8,35,2.3
125.62,6.93,33.28,23.24,17.09,0.5,34.1,42.2,23.2,1005.8,34,1.9
71.08,4.34,23.99,16.2,12.75,0.5,32.3,42.1,23.2,1006,40,1.9
50.57,6.25,24.62,18.09,10.92,0.5,34.6,41,28.2,1005.8,33,2.3
118.24,6.63,21.32,16.64,13.92,0.5,31.8,41.5,24.8,1005.6,43,2.3
144.5,7.21,26.38,19.79,15.91,0.5,31.9,39.5,24.3,1003.9,42,2.4
91.84,5.15,21.52,15.56,13.23,0.5,33.4,40.6,24.7,1003,39,2.7
63.25,4.58,18.61,13.55,10.55,0.5,33.3,41.6,24,1004,47,1.9
30.07,6.38,18.94,15.17,9.25,0.5,28.9,40.5,23,1006.9,58,2.3
27.92,6.62,21.89,16.91,12.19,0.5,28.7,39.8,21.7,1007.8,55,3.1
86.82,3.33,20.37,13.48,9.89,0.5,31.5,38.4,22.3,1006.1,43,3.1
66.21,4.03,20.65,14.19,9.55,0.5,31.5,39,23.2,1004.3,46,2.7
60.09,4.31,18.9,13.49,9.08,0.5,31.4,39.4,24.5,1003.3,43,3.1
61.71,3.76,16.67,11.85,9.51,0.5,32.3,39.4,24.2,1001.6,41,2.7
46.39,4.49,17.56,12.92,7.42,0.5,31.1,40.4,23.5,999.8,44,3.1
42.03,4.18,18.94,13.4,8.76,0.5,28.1,36.8,21.3,1003.1,59,3.1
69.96,3.98,17.06,12.24,8.35,0.5,30.9,37,23.2,1002.1,49,3.1
78.6,4.64,20.52,14.6,9.42,0.5,30.1,38.6,23,1004,47,2.6
100.74,8.21,36.02,25.72,13.37,0.5,31.7,39.3,21.7,1004.6,41,3.2
37.35,5.86,19.2,14.9,8.72,0.5,32.6,39.6,23.6,1004.7,44,1.9
23.96,6.94,16.77,14.47,6.41,0.5,27,37.8,23.8,1005.5,69,1.9
20.84,6.86,11.19,11.44,6.42,0.5,22.3,30.8,21.2,1002.6,96,1.1
34.64,6.48,18.21,14.87,6.26,0.5,25.7,31,19.3,1001.6,82,1.8
35.37,4.06,15.36,11.39,5.45,0.5,26,32.4,19.4,1004.8,82,2.9
299.39,7.96,20.75,17.4,6.48,0.5,27.8,35,18,1003.1,65,3.5
95.55,4.34,18.7,13.42,7.45,0.5,28,35.1,22.4,1005.1,61,1.4
72.23,3.6,22.57,14.87,7.79,0.5,29.5,35.8,21.2,1004.2,49,3.1
79.66,4.98,30.16,20.02,8.92,0.5,31.8,38.6,23,1000.1,41,3.2
77.19,10.86,31.42,25.4,8.84,0.5,31.7,39.4,22.6,998.4,39,3.2
44.21,4.78,22.06,15.55,7.81,0.5,32.1,40.6,22.2,998.9,45,3.2
40.66,5.38,16.16,12.9,5.44,0.5,32.5,41.2,25.3,1000.9,56,3.2
55.84,4.77,13.3,10.89,6.62,0.5,32.3,40.1,26.6,1002.2,49,3.2
51.6,5.91,20.65,15.71,6.36,0.5,31,37.5,25.2,1001.8,55,2.6
49.27,5.32,20.26,15.03,5.09,0.5,31.4,38.8,20.4,998.9,53,3.4
59.75,8,24.97,19.68,6.56,0.5,27.2,39.6,17.9,1003.1,72,3.2
53.46,5.13,18.42,13.9,7.83,0.5,30.9,36.6,23,1003.2,50,1.9
71.25,4.52,20.48,14.5,6.61,0.51,32,37.2,24.4,1003.9,58,2.7
47.34,5.39,20.05,14.97,5.93,0.5,30,39.2,25.4,1003.2,63,2.3
49.89,4.52,16.87,12.59,5.61,0.5,30.9,39.5,23.4,1002.6,55,2.6
75.32,7.25,25.83,19.52,9.2,0.5,32.1,39.1,24,1001.7,59,2.7
111.34,6.06,25.23,18.24,8.76,0.59,33.8,39.6,26.1,998.7,52,3.2
179.25,7.35,18.5,15.71,8.59,0.5,36.1,41.2,28.6,996.1,42,3.2
120.74,7.26,19.75,16.31,6.97,1.36,36.9,41.7,31.4,995.5,43,2.7
61.29,4.79,16.9,12.8,6.63,1.18,33.1,42.2,24,996.7,64,2.7
49.03,4.96,16.01,12.48,5.7,1.26,32.1,39.8,25,996.2,63,2.1
32.07,5.38,16.28,12.96,6.27,1.26,31,39,26.4,997.7,63,2.9
37.88,12.34,21.53,21.33,7.13,0.5,30.9,35.8,23.8,998.6,67,3.1
38.08,5.59,18.66,14.38,5.73,1.47,32.9,38.2,25.5,995.7,54,3.2
27.51,4.61,16.53,12.46,5.87,0.5,32.7,38.6,27,993.2,59,2.9
42.24,5.49,19.59,14.81,5.43,1.23,30.5,38.7,26.2,996.9,68,2.9
35.66,4.81,14.77,11.7,5.67,0.5,31.4,35,26.2,998.4,63,3.1
26.9,5.92,12.8,11.53,7.32,0.5,31.5,36.4,25.1,999.2,65,1.9
29.35,5.49,10.89,10.18,5.69,1.85,30.5,36.6,25.3,998.9,68,2.3
39.01,5.73,14.38,12.23,7.24,1.39,29.8,35.1,25.2,1000.1,73,2.9
76.19,6.01,20.62,15.78,8.25,0.5,32.6,36.4,25.5,1000.3,61,3.1
98.31,10.09,24.82,21.26,9.29,0.5,34.4,39.6,25.4,999.4,50,3.1
65.27,4.89,18.71,13.86,5.79,1.15,35,40.2,28,1000,50,2.6
73.8,4.5,20.4,14.43,7.27,0.75,32.4,40.5,28.2,1000,60,2.1
63.7,5.86,25.12,18.04,6.19,1.04,32.5,39,25.1,998.7,50,2.7
83.85,12.53,26.6,24.16,5.97,0.5,31.6,40.1,25.6,1001.8,63,2.3
68.47,4.27,17.43,12.66,7.48,1.06,33.3,38.7,26.7,1003.3,58,2.1
123.02,4.93,27.9,18.76,7.85,1.62,34.1,39.4,27.6,1001.1,57,3.1
170.62,5.99,22.55,16.78,8.12,1,35.5,41.6,27.4,997.8,45,3.1
109.05,4.98,18.3,13.71,6.2,2.17,37.8,43,28.2,994.8,36,3.1
101.36,7.2,24.13,18.57,7.61,2.14,37.4,43.5,28.8,994,40,3.5
64,5.68,20.18,15.28,6.75,3.25,35.1,43.1,27.2,996.1,49,2.6
49.52,7.56,24.56,19.11,6.65,3.02,31.6,41.3,24.1,999.5,58,2.7
82.64,4.1,19.92,13.86,6.96,2.37,32.6,38.6,26.2,1000.9,56,3.1
49.69,4.18,19.1,13.48,8.07,2.66,34.1,39.8,28,1000.9,52,3.4
49.77,5.8,23.48,17.13,7.54,5.44,35.3,40,28.7,998.6,50,2.7
63.39,5.23,20.13,14.87,8.05,3.92,36.4,41.4,29.5,997.3,46,3.5
63.49,4.16,20.67,14.21,5.73,1.46,34.7,42.6,26.8,997.8,49,2.7
49.39,4.26,18.34,13.13,4.8,2.42,33.2,41.8,24.1,999.4,65,2.7
40.98,5.04,16.95,13.05,5.46,2.04,34.6,39.2,28.6,998.7,59,2.6
35.18,4.98,14.59,11.74,4.61,2.06,33.2,39.8,28.8,1000.6,67,3.1
28.05,5.87,21.13,15.94,8.91,1.52,31.9,39,27,1002,68,1.9
40.46,6.39,20.24,15.88,5.64,2.35,31.3,35.4,23.4,1001.5,77,2.6
60.08,13.92,18.77,21.12,5.54,1.46,33.2,37.2,27,1002.5,69,2.7
18.68,6.43,20.04,15.78,5.67,2.72,34.1,38,28.2,999.9,65,2.9
9.02,6.37,16.57,13.91,5.78,3.02,30.8,38.8,27.6,997.2,80,2.1
11.3,8.11,21.22,17.78,5.71,2.81,26.1,36.4,24.2,998,99,1.9
14.24,14.97,21.41,23.36,6.42,2.99,27.4,31.6,24,998.1,94,1.8
19.2,7.8,17.9,15.77,4.95,2.89,29.9,34.2,22.4,996,84,2.3
17.16,7.77,16.19,14.83,3.96,2.92,30.6,34.7,25.6,995.2,78,2.3
25.19,10.23,23.53,20.7,5.4,2.72,31.1,34,26.3,996.5,78,3.2
26.16,9.57,23.91,20.37,5.36,5.65,32.1,36,27.3,997.6,77,2.3
27.11,6.2,18.56,14.83,5.55,5.34,33.7,37,27.6,997.2,68,3.5
35.09,7.73,18.28,15.91,5.1,3.89,31.3,37.3,28.3,996,79,1.9
16.16,9.26,15.82,15.82,4.34,3.37,28.4,33.1,25,994.6,94,1.8
21.44,9.11,14.9,15.22,5.12,3.06,26.6,29.4,25.1,996.6,97,2.1
26,7.83,23.17,18.59,7.3,2.64,27.6,32,24,996.8,92,2.1
17.48,5.96,18.02,14.34,4.44,3.51,27.4,32.1,24.5,997.4,94,1.9
18.53,13.07,21.73,22.02,4.89,4.13,30.3,34.4,24.3,997.8,85,3.1
23.39,16.29,27.7,27.76,5.3,2.98,28.6,35,24.8,997.1,87,1.9
21.81,8.34,21.75,18.28,4.91,3.02,29.5,32.1,26.1,998,85,1.9
21.36,6.09,20.57,15.8,4.79,3.3,30.7,34,25.8,998.5,77,2.6
46.98,15.56,29.01,27.83,4.95,3.27,30.9,34.8,25.4,999.4,73,3.2
38.89,6.65,25.1,18.65,4.85,4.6,31.8,35.2,26.5,999.3,73,2.4
34.28,17.86,28.06,29.2,5.88,2.87,32.7,36,26.7,999.1,70,2.4
43.48,10.83,25.42,22.19,4.57,3.99,29.9,36.7,27.3,1001.1,85,2.3
46.73,13.16,28.84,25.86,5.31,2.24,28.2,33.2,26.4,1002.6,91,1.9
40.39,8.33,22.86,18.82,5.77,2.71,29.9,33.4,25.1,1002.4,83,1.6
75.9,8.47,19.72,17.26,4.8,2.49,32,36,25,1000.8,69,2.9
59.45,8.37,18.93,16.76,4.51,1.92,32,36.2,26.3,1000.9,64,2.6
52.08,7.89,17.66,15.69,5.82,2.59,32.3,36.2,26.4,1001.9,64,3.1
43.51,7.66,18.42,15.91,5.7,1.9,32.9,36.2,27,999.7,58,3.4
44.57,8.95,16.79,16.07,7.09,2.63,33.6,37,26.8,998.4,57,3.5
53.41,8.34,18.79,16.67,7.85,3.01,32.7,36.8,27,1000,60,3.4
49.6,8.15,20.79,17.83,5.11,2.98,32.9,37,27.3,1003.2,60,3.5
51.5,6.99,21.27,16.87,7.36,3.88,33.4,37.8,28.1,1002.2,65,3.1
56.09,10.36,26.48,22.37,6.26,4.53,33.3,38,27.4,1000.7,62,2.3
41.77,6.41,27.71,19.86,4.32,2.51,32.3,38,27.5,999.6,69,2.1
28,6.75,20.76,16.43,6.75,2.93,27.2,36.5,26,1003.2,92,1.9
